"Date","Hour","Total (MWh)","Wind (MWh)","Geothermal (MWh)","Dammed Hydro With Reservoir (MWh)","Canal Type (MWh)","Run-of-River (MWh)","Land Fill Gas (MWh)","Biogas (MWh)","Sun (MWh)","Biomass (MWh)","Others (MWh)"
"20/05/2018","16:00","8,304.44","2,420.16","640.23","2,027.86","2,605.72","346.43","36.31","63.23","7.21","138.52","18.77"
"20/05/2018","17:00","8,464.01","2,471.51","646.98","2,140.88","2,615.11","326.93","37.08","61.26","4.29","141.11","18.86"
"20/05/2018","18:00","8,687.77","2,417.69","654.75","2,331.74","2,668.03","348.25","36.09","61.85","9.34","141.38","18.65"
"20/05/2018","19:00","8,831.84","2,497.36","672.84","2,302.62","2,684.43","417.21","36.68","61.63","0.54","139.77","18.76"
"20/05/2018","20:00","8,251.19","2,252.76","691.38","1,950.28","2,714.89","382.38","36.48","61.04","0.00","143.13","18.85"
"20/05/2018","21:00","8,270.36","2,357.39","702.05","1,877.70","2,688.90","384.21","36.69","63.02","0.00","141.59","18.81"
"20/05/2018","22:00","7,891.49","2,027.40","712.31","1,860.77","2,630.13","397.85","36.65","63.37","0.00","143.94","19.07"
"20/05/2018","23:00","7,654.00","1,736.51","720.19","1,946.13","2,635.37","358.18","35.64","63.31","0.00","139.87","18.80"
"21/05/2018","00:00","7,877.06","1,708.75","731.83","2,147.61","2,640.23","386.07","35.79","65.54","0.00","142.46","18.78"
"21/05/2018","01:00","7,738.59","1,492.75","739.07","2,175.64","2,677.27","392.02","35.58","65.51","0.00","141.80","18.95"
"21/05/2018","02:00","7,629.60","1,405.97","741.53","2,114.73","2,715.95","389.28","33.95","66.52","0.00","142.70","18.97"
"21/05/2018","03:00","7,467.61","1,392.08","754.21","2,127.14","2,565.59","368.23","33.60","66.64","0.00","141.24","18.88"
"21/05/2018","04:00","7,631.84","1,477.06","757.66","2,238.97","2,534.34","362.33","34.48","66.26","0.00","141.75","18.99"
"21/05/2018","05:00","7,096.12","1,504.65","762.04","1,805.69","2,461.15","313.73","34.54","64.88","0.12","144.57","4.75"
"21/05/2018","06:00","6,754.71","1,587.48","767.45","1,458.08","2,409.09","283.19","34.54","65.24","1.72","143.33","4.59"
"21/05/2018","07:00","6,748.71","1,530.31","744.98","1,436.97","2,430.04","345.11","34.17","64.01","5.21","139.67","18.24"
"21/05/2018","08:00","7,576.69","1,544.35","725.29","2,113.70","2,536.44","385.69","34.03","63.64","12.53","142.07","18.95"
"21/05/2018","09:00","7,359.99","1,336.39","703.74","2,065.53","2,628.67","351.43","36.10","65.04","17.00","137.25","18.84"
"21/05/2018","10:00","7,440.87","1,258.87","682.66","2,166.15","2,681.78","374.11","36.79","65.20","15.58","140.97","18.76"
"21/05/2018","11:00","8,013.48","1,405.00","654.99","2,548.09","2,727.09","403.53","37.28","64.45","15.65","138.65","18.75"
"21/05/2018","12:00","7,882.06","1,668.34","638.70","2,271.15","2,629.66","393.06","37.31","64.95","15.75","144.33","18.81"
"21/05/2018","13:00","7,838.89","1,923.07","621.57","2,053.01","2,570.37","396.89","37.38","64.62","16.20","136.91","18.87"
"21/05/2018","14:00","8,425.42","2,114.64","620.39","2,348.41","2,680.14","392.51","35.44","62.87","10.87","141.28","18.87"
"21/05/2018","15:00","8,496.40","2,331.53","616.13","2,274.40","2,645.56","367.49","34.36","63.02","5.30","139.63","18.98"
"21/05/2018","16:00","8,718.64","2,426.90","595.87","2,384.04","2,689.70","359.02","35.24","63.61","8.39","136.76","19.11"
"21/05/2018","17:00","9,184.39","2,640.81","602.10","2,532.71","2,740.03","408.19","34.76","61.60","3.98","141.12","19.09"
"21/05/2018","18:00","9,399.50","2,903.93","614.28","2,494.89","2,717.84","409.79","35.49","62.37","2.48","139.43","19.00"
"21/05/2018","19:00","9,662.04","3,009.53","630.24","2,587.22","2,759.68","414.60","35.69","63.04","0.53","142.57","18.94"
"21/05/2018","20:00","9,348.81","3,035.42","649.06","2,324.36","2,676.69","403.26","35.69","63.33","0.00","142.00","19.00"
"21/05/2018","21:00","9,110.84","2,969.06","662.91","2,156.06","2,669.38","398.73","35.73","62.98","0.00","137.22","18.77"
"21/05/2018","22:00","9,404.29","2,831.18","702.53","2,573.41","2,630.47","414.99","34.39","61.72","0.00","136.75","18.85"
"21/05/2018","23:00","8,855.16","2,463.65","714.12","2,422.04","2,602.99","401.27","35.13","61.57","0.00","135.54","18.85"
"22/05/2018","00:00","8,482.81","2,233.36","723.83","2,396.54","2,461.41","413.98","35.77","62.96","0.00","136.09","18.87"
"22/05/2018","01:00","8,268.72","2,172.66","733.84","2,263.53","2,453.88","387.64","35.82","63.63","0.00","138.84","18.88"
"22/05/2018","02:00","8,419.54","2,083.09","744.44","2,502.84","2,440.73","390.22","34.30","64.75","0.00","140.36","18.81"
"22/05/2018","03:00","8,251.54","2,119.44","752.52","2,351.44","2,386.60","381.33","35.77","64.35","0.00","141.27","18.82"
"22/05/2018","04:00","8,077.18","2,032.37","758.13","2,290.91","2,362.58","375.46","35.71","63.07","0.00","140.12","18.83"
"22/05/2018","05:00","8,011.52","1,893.67","759.03","2,408.70","2,345.52","349.12","34.09","63.43","0.32","138.78","18.86"
"22/05/2018","06:00","7,629.70","1,932.38","763.07","2,088.17","2,290.11","297.55","35.79","63.21","1.77","138.79","18.86"
"22/05/2018","07:00","7,995.25","1,798.86","754.29","2,449.84","2,376.17","351.51","34.86","63.28","6.44","141.13","18.87"
"22/05/2018","08:00","7,892.00","1,530.58","723.28","2,611.09","2,393.73","364.81","35.67","62.32","11.06","140.71","18.75"
"22/05/2018","09:00","7,821.23","1,392.54","711.30","2,597.37","2,437.62","405.23","37.18","64.49","16.42","140.41","18.67"
"22/05/2018","10:00","7,756.17","1,381.12","689.59","2,599.20","2,457.21","360.88","32.60","63.69","16.79","136.25","18.84"
"22/05/2018","11:00","8,001.27","1,587.94","671.45","2,520.33","2,573.78","367.83","39.12","64.69","18.86","138.49","18.78"
"22/05/2018","12:00","8,218.66","1,851.60","658.95","2,554.93","2,518.25","360.45","36.60","63.71","17.07","138.33","18.77"
"22/05/2018","13:00","8,407.11","1,965.28","647.81","2,640.77","2,518.78","360.06","36.55","63.86","17.73","137.56","18.71"
"22/05/2018","14:00","8,816.75","1,937.18","643.09","2,957.80","2,609.59","398.35","36.56","64.58","11.82","139.06","18.72"
"22/05/2018","15:00","8,679.50","1,812.07","635.16","2,928.59","2,644.61","393.43","36.93","64.35","10.25","135.42","18.69"
"22/05/2018","16:00","8,649.28","1,920.92","642.54","2,750.85","2,664.14","405.32","35.30","63.58","13.32","134.59","18.72"
"22/05/2018","17:00","8,652.52","1,970.97","652.01","2,672.88","2,691.89","405.12","35.60","62.63","4.54","138.13","18.75"
"22/05/2018","18:00","8,594.81","2,097.22","664.44","2,572.99","2,590.46","411.28","35.59","62.94","3.35","137.87","18.67"
"22/05/2018","19:00","8,696.40","2,083.76","679.10","2,608.29","2,668.18","397.72","35.61","63.03","0.70","141.26","18.75"
"22/05/2018","20:00","8,065.05","1,899.86","697.03","2,284.73","2,531.84","390.61","38.27","62.63","0.01","141.22","18.85"
"22/05/2018","21:00","8,375.61","1,780.60","709.02","2,629.07","2,590.98","410.45","35.84","61.08","0.00","139.62","18.95"
"22/05/2018","22:00","8,421.64","1,716.19","710.43","2,759.51","2,581.33","397.80","35.83","61.36","0.00","140.41","18.78"
"22/05/2018","23:00","8,118.45","1,459.92","718.18","2,708.12","2,582.23","393.43","35.77","60.97","0.00","140.92","18.91"
"23/05/2018","00:00","7,428.92","1,410.47","728.75","2,397.08","2,258.47","376.33","35.33","62.36","0.00","141.25","18.88"
"23/05/2018","01:00","7,143.79","1,154.24","735.07","2,420.16","2,212.86","361.37","35.66","63.14","0.00","142.47","18.82"
"23/05/2018","02:00","6,921.35","1,047.97","738.68","2,326.93","2,205.45","343.60","35.58","63.76","0.00","140.42","18.96"
"23/05/2018","03:00","6,483.60","1,103.23","743.86","1,922.01","2,121.54","331.85","35.55","63.94","0.00","142.69","18.93"
"23/05/2018","04:00","6,825.16","1,098.35","751.01","2,058.97","2,324.63","332.21","35.46","63.77","0.00","141.88","18.88"
"23/05/2018","05:00","6,751.49","1,014.79","758.43","2,055.17","2,336.22","330.31","35.44","61.22","0.20","140.85","18.86"
"23/05/2018","06:00","6,768.81","1,062.62","758.21","2,062.98","2,339.08","284.95","35.21","63.64","1.38","141.82","18.92"
"23/05/2018","07:00","6,454.48","905.27","751.88","1,958.96","2,246.21","328.55","35.38","63.95","5.03","140.38","18.87"
"23/05/2018","08:00","6,708.17","705.87","723.14","2,392.46","2,271.66","344.68","35.36","63.73","11.57","141.15","18.55"
"23/05/2018","09:00","6,414.01","579.20","705.06","2,159.07","2,326.26","365.46","37.32","62.41","18.28","142.10","18.85"
"23/05/2018","10:00","6,423.34","541.12","686.20","2,240.93","2,344.42","333.04","36.98","63.13","17.17","141.46","18.89"
"23/05/2018","11:00","6,223.68","533.49","657.72","2,090.24","2,280.29","378.80","37.53","64.52","17.13","145.12","18.84"
"23/05/2018","12:00","6,204.13","583.19","653.28","2,049.53","2,274.96","355.93","38.11","63.84","20.38","146.18","18.73"
"23/05/2018","13:00","6,455.96","670.08","634.52","2,199.05","2,319.29","355.69","38.27","64.34","14.97","140.93","18.82"
"23/05/2018","14:00","7,067.65","828.13","616.80","2,425.23","2,496.57","423.34","35.01","64.52","14.72","144.49","18.84"
"23/05/2018","15:00","7,218.66","1,069.21","612.66","2,432.64","2,409.17","426.70","35.14","63.97","9.49","140.88","18.80"
"23/05/2018","16:00","7,580.40","1,241.29","613.86","2,523.40","2,508.45","434.58","35.15","64.25","1.06","139.54","18.82"
"23/05/2018","17:00","7,417.51","1,336.48","620.06","2,276.88","2,510.70","411.42","28.16","63.02","7.16","144.79","18.84"
"23/05/2018","18:00","7,434.37","1,462.40","628.05","2,210.11","2,456.82","412.62","32.49","64.64","3.12","145.29","18.83"
"23/05/2018","19:00","7,502.53","1,493.86","636.43","2,177.63","2,513.06","413.26","33.29","64.34","9.64","142.22","18.80"
"23/05/2018","20:00","7,552.30","1,458.91","661.00","2,213.04","2,526.51","433.08","33.21","64.13","0.00","143.66","18.76"
"23/05/2018","21:00","7,469.60","1,303.45","675.29","2,260.76","2,535.68","435.27","33.32","64.33","0.00","142.68","18.82"
"23/05/2018","22:00","7,274.11","1,011.65","687.33","2,298.31","2,550.39","460.96","35.05","64.55","0.00","147.01","18.86"
"23/05/2018","23:00","6,999.86","814.45","696.71","2,260.43","2,520.00","442.63","35.98","63.83","0.00","147.02","18.81"
"24/05/2018","00:00","6,447.82","610.25","705.65","2,070.86","2,397.43","402.51","34.53","64.94","0.00","142.81","18.84"
"24/05/2018","01:00","6,303.14","537.30","711.57","2,048.87","2,356.28","390.43","30.81","64.59","0.00","144.49","18.80"
"24/05/2018","02:00","6,347.17","548.98","718.19","2,067.49","2,368.33","380.15","33.90","65.09","0.00","146.21","18.83"
"24/05/2018","03:00","6,300.39","582.83","721.06","2,043.04","2,306.47","384.24","34.29","65.31","0.00","144.29","18.86"
"24/05/2018","04:00","6,469.96","527.12","726.35","2,166.85","2,404.80","380.75","34.25","66.73","0.00","144.31","18.80"
"24/05/2018","05:00","6,427.28","521.66","724.26","2,080.96","2,450.70","386.18","34.45","65.80","0.15","144.22","18.90"
"24/05/2018","06:00","6,552.64","664.96","728.54","2,161.54","2,349.03","383.57","33.85","64.41","1.28","146.61","18.85"
"24/05/2018","07:00","6,087.85","513.14","730.74","1,853.09","2,341.99","386.17","34.65","63.87","4.33","141.02","18.85"
"24/05/2018","08:00","6,182.81","496.62","714.93","1,939.84","2,370.34","397.02","32.84","62.09","10.11","140.14","18.88"
"24/05/2018","09:00","6,250.56","587.09","685.05","1,904.70","2,417.08","393.12","36.10","60.09","14.41","134.05","18.87"
"24/05/2018","10:00","6,338.52","676.95","678.11","1,886.37","2,458.22","387.50","35.75","60.78","14.93","121.04","18.87"
"24/05/2018","11:00","6,473.05","787.42","653.01","1,910.39","2,431.80","419.52","35.69","60.77","17.46","138.10","18.89"
"24/05/2018","12:00","6,711.16","1,115.43","632.46","1,913.88","2,391.00","399.50","30.80","62.87","16.78","129.63","18.81"
"24/05/2018","13:00","7,045.33","1,391.99","621.32","1,933.45","2,431.51","414.57","33.45","64.00","15.95","120.16","18.93"
"24/05/2018","14:00","7,588.43","1,852.08","614.66","2,001.08","2,454.46","402.72","34.79","63.16","15.00","131.56","18.92"
"24/05/2018","15:00","8,055.46","2,244.44","627.38","2,013.31","2,497.95","403.56","34.73","62.67","12.05","140.73","18.64"
"24/05/2018","16:00","8,458.84","2,587.51","633.79","2,026.02","2,523.82","427.47","34.58","63.73","2.37","140.68","18.87"
"24/05/2018","17:00","8,642.08","2,765.27","651.82","2,014.77","2,517.64","444.54","34.01","63.35","6.04","125.82","18.82"
"24/05/2018","18:00","8,475.32","2,602.01","663.64","2,010.51","2,499.92","436.66","34.32","64.35","9.06","136.07","18.78"
"24/05/2018","19:00","8,142.22","2,112.84","683.08","2,104.43","2,537.18","441.90","34.77","64.68","0.69","143.81","18.84"
"24/05/2018","20:00","8,315.32","2,266.26","685.32","2,136.44","2,525.10","445.05","35.46","64.48","0.00","138.35","18.86"
"24/05/2018","21:00","8,109.20","2,009.55","713.71","2,132.08","2,556.43","438.59","35.60","62.71","0.00","141.71","18.82"
"24/05/2018","22:00","8,243.76","1,950.71","725.66","2,284.48","2,608.66","413.46","33.95","64.67","0.00","143.27","18.90"
"24/05/2018","23:00","8,405.34","1,884.52","734.05","2,447.16","2,636.18","450.90","30.42","63.67","0.00","139.56","18.88"
"25/05/2018","00:00","7,517.26","1,439.50","736.14","2,203.33","2,430.66","447.55","31.06","63.32","0.00","146.84","18.86"
"25/05/2018","01:00","7,586.55","1,426.62","741.84","2,397.81","2,361.48","401.82","31.73","62.76","0.00","143.74","18.75"
"25/05/2018","02:00","7,516.56","1,332.96","744.35","2,380.61","2,396.16","401.54","36.36","62.08","0.00","143.75","18.75"
"25/05/2018","03:00","7,256.22","1,587.88","746.41","1,943.40","2,325.60","392.74","36.34","62.68","0.00","142.37","18.80"
"25/05/2018","04:00","7,782.21","1,672.10","751.53","2,240.64","2,465.02","391.99","35.49","62.72","0.00","143.92","18.80"
"25/05/2018","05:00","7,785.42","1,697.51","749.47","2,197.46","2,495.29","386.10","35.40","63.70","0.21","141.58","18.70"
"25/05/2018","06:00","7,860.43","1,815.05","756.64","2,263.21","2,413.41","373.76","36.50","63.18","1.38","118.50","18.80"
"25/05/2018","07:00","7,452.13","1,665.97","745.77","1,950.05","2,445.46","394.36","35.77","64.01","3.86","127.90","18.98"
"25/05/2018","08:00","7,582.51","1,658.06","731.66","2,167.58","2,347.28","409.64","35.91","59.41","10.79","143.28","18.90"
"25/05/2018","09:00","8,045.09","1,828.62","703.85","2,402.04","2,421.55","410.72","38.11","61.91","12.83","146.58","18.88"
"25/05/2018","10:00","7,934.73","1,860.38","693.76","2,162.85","2,529.96","405.60","36.35","63.59","17.45","145.90","18.89"
"25/05/2018","11:00","8,129.48","2,100.71","687.94","2,132.68","2,509.96","415.09","37.13","62.68","19.13","145.12","19.04"
"25/05/2018","12:00","8,612.77","2,603.52","688.63","2,145.18","2,486.28","418.93","38.84","63.51","10.57","138.48","18.83"
"25/05/2018","13:00","8,564.26","3,043.90","684.05","1,823.91","2,344.39","399.64","38.60","61.75","8.57","140.52","18.93"
"25/05/2018","14:00","8,941.57","3,220.19","688.93","1,970.36","2,399.54","398.98","35.05","62.77","9.01","137.98","18.76"
"25/05/2018","15:00","8,952.35","3,221.47","690.97","1,986.91","2,422.08","366.93","40.11","62.56","6.56","136.12","18.64"
"25/05/2018","16:00","9,077.70","3,222.97","685.70","2,036.94","2,476.56","397.29","35.41","60.60","5.89","137.46","18.88"
"25/05/2018","17:00","9,273.31","3,147.47","705.74","2,249.14","2,472.61","441.42","36.42","63.02","1.69","136.89","18.91"
"25/05/2018","18:00","9,125.52","3,103.86","721.54","2,158.89","2,437.07","435.39","38.03","65.29","2.37","144.16","18.92"
"25/05/2018","19:00","9,217.75","3,054.60","742.24","2,253.24","2,476.49","422.82","39.50","64.83","0.76","144.35","18.92"
"25/05/2018","20:00","9,128.43","2,865.02","765.48","2,281.83","2,510.39","439.87","39.76","64.90","0.00","142.31","18.87"
"25/05/2018","21:00","8,882.97","2,764.56","772.78","2,145.52","2,494.20","445.72","39.74","64.33","0.00","137.31","18.81"
"25/05/2018","22:00","8,940.10","2,752.96","781.70","2,235.60","2,469.07","443.49","38.77","64.55","0.00","134.92","19.04"
"25/05/2018","23:00","9,041.57","2,926.54","779.94","2,202.74","2,459.73","409.72","39.20","64.93","0.00","139.90","18.87"
"26/05/2018","00:00","8,850.82","2,975.17","784.34","2,093.57","2,339.41","399.46","37.61","63.15","0.00","139.31","18.80"
"26/05/2018","01:00","9,122.02","2,954.61","785.77","2,364.49","2,369.42","406.38","38.40","62.92","0.00","121.20","18.83"
"26/05/2018","02:00","9,071.07","2,826.29","792.62","2,410.47","2,391.03","402.38","38.40","63.05","0.00","127.98","18.85"
"26/05/2018","03:00","9,126.31","2,915.21","801.79","2,363.98","2,384.37","401.05","38.96","62.60","0.00","139.55","18.80"
"26/05/2018","04:00","9,368.41","2,986.92","800.10","2,432.05","2,488.26","400.05","38.54","61.47","0.00","142.22","18.80"
"26/05/2018","05:00","9,503.78","3,083.88","802.30","2,504.79","2,456.79","394.34","38.35","61.95","0.11","142.40","18.87"
"26/05/2018","06:00","9,475.32","2,965.81","794.12","2,657.34","2,397.39","396.93","38.60","63.15","1.64","141.41","18.93"
"26/05/2018","07:00","9,202.26","2,976.99","788.35","2,409.32","2,363.12","392.92","38.20","64.40","4.81","145.29","18.86"
"26/05/2018","08:00","9,574.37","2,983.47","776.23","2,696.12","2,440.55","403.11","37.78","63.82","9.03","145.34","18.92"
"26/05/2018","09:00","9,623.40","2,906.84","754.26","2,832.44","2,450.06","418.52","34.41","63.38","12.81","131.74","18.94"
"26/05/2018","10:00","9,910.05","2,968.60","720.76","3,016.44","2,509.39","421.89","33.84","63.58","14.79","141.89","18.87"
"26/05/2018","11:00","10,265.83","3,084.57","722.90","3,204.56","2,561.26","418.26","35.04","63.15","16.57","140.61","18.91"
"26/05/2018","12:00","10,375.84","3,235.80","712.65","3,179.60","2,554.15","417.61","34.73","63.92","16.96","141.60","18.82"
"26/05/2018","13:00","10,120.96","3,445.26","701.78","2,814.86","2,481.74","401.91","35.66","63.58","14.35","142.98","18.84"
"26/05/2018","14:00","10,333.89","3,798.87","695.47","2,748.15","2,420.08","399.57","33.74","65.01","11.35","142.76","18.89"
"26/05/2018","15:00","10,835.78","4,202.93","705.19","2,812.91","2,447.21","397.17","33.85","64.18","11.76","141.72","18.86"
"26/05/2018","16:00","10,869.05","4,268.23","695.99","2,751.19","2,496.28","393.83","33.31","63.80","7.74","139.76","18.92"
"26/05/2018","17:00","10,371.54","4,086.42","681.42","2,475.72","2,485.07","396.23","32.34","63.14","3.14","129.22","18.84"
"26/05/2018","18:00","10,276.52","3,891.96","683.83","2,528.08","2,501.84","434.20","31.75","62.80","1.02","122.18","18.86"
"26/05/2018","19:00","10,913.34","3,725.72","695.33","3,195.16","2,604.75","435.95","37.70","64.81","0.31","134.70","18.91"
"26/05/2018","20:00","10,316.03","3,610.01","722.77","2,771.42","2,521.02","433.90","32.27","64.04","0.00","141.62","18.98"
"26/05/2018","21:00","10,494.73","3,549.00","733.97","2,988.27","2,535.42","432.52","32.28","64.33","0.00","140.03","18.91"
"26/05/2018","22:00","10,470.14","3,626.73","739.78","2,909.36","2,537.05","391.06","38.24","64.11","0.00","144.99","18.82"
