Date,Hour,Total (MWh),Wind (MWh),Biogas (MWh),Canal Type (MWh),Biomass (MWh),Sun (MWh),Others (MWh)
21.08.2018,7:00,770.74,19.15,12.83,4.3,13.45,720.99,0.02
21.08.2018,8:00,"1,800.86",17.51,13.11,4.03,13.48,"1,752.60",0.13
21.08.2018,9:00,"2,844.06",19.83,13.01,3.01,12.8,"2,795.16",0.26
21.08.2018,10:00,"3,575.01",21.01,12.08,4.17,12.66,"3,524.77",0.32
21.08.2018,11:00,"4,014.14",20.48,11.34,4.08,12.63,"3,965.26",0.36
21.08.2018,12:00,"4,155.78",17.92,11.87,4.16,13.37,"4,108.07",0.4
21.08.2018,13:00,"4,023.43",17.68,11.81,4.32,13.09,"3,976.18",0.36
21.08.2018,14:00,"3,656.87",18.06,11.42,4.08,11.24,"3,611.73",0.35
21.08.2018,15:00,"3,090.75",20.09,12.22,3.76,11.89,"3,042.48",0.31
21.08.2018,16:00,"2,231.15",22.65,12.55,3.29,13.52,"2,178.92",0.22
21.08.2018,17:00,"1,225.46",24.69,11.45,2.91,13.43,"1,172.84",0.14
21.08.2018,18:00,430.58,25.6,12.29,2.92,13.32,376.43,0.02
21.08.2018,19:00,105.18,25.71,12.62,3.17,13.76,49.9,0.01
21.08.2018,20:00,66.92,26.61,12.3,3.24,14,10.74,0.01
21.08.2018,21:00,55.31,23.89,10.71,3.26,13.68,3.77,0
21.08.2018,22:00,50.77,20.73,12.62,3.47,13.66,0.27,0.01
21.08.2018,23:00,47.04,18.24,11.88,3.39,13.21,0.32,0.01
22.08.2018,0:00,47.15,17.71,12.25,3.94,12.91,0.33,0.01
22.08.2018,1:00,48.05,17.58,13.08,3.7,13.33,0.35,0.01
22.08.2018,2:00,47.63,17.02,13.14,3.66,13.47,0.34,0.01
22.08.2018,3:00,46.75,16.03,13.13,3.71,13.53,0.35,0.01
22.08.2018,4:00,47.25,17.25,12.51,3.72,13.36,0.41,0.01
22.08.2018,5:00,49.66,17.57,11.89,3.75,13.45,2.86,0.15
22.08.2018,6:00,167.07,18.24,12.68,3.68,13.21,119.26,0.01
22.08.2018,7:00,755.67,16.48,12.91,3.14,13.54,709.58,0.03
22.08.2018,8:00,"1,788.59",16.87,11.88,2.41,13.97,"1,743.42",0.04
22.08.2018,9:00,"2,798.94",20.02,12.41,3.97,13.83,"2,748.53",0.18
22.08.2018,10:00,"3,589.16",21.11,12.89,4.14,13.37,"3,537.38",0.27
22.08.2018,11:00,"4,041.43",20.56,12.8,4.07,12.55,"3,991.16",0.29
22.08.2018,12:00,"4,212.23",18.16,12.49,4.19,13.83,"4,163.18",0.37
22.08.2018,13:00,"4,147.83",19.04,12.51,4.26,13.86,"4,097.78",0.36
22.08.2018,14:00,"3,757.03",23.03,11.54,4.09,13.5,"3,704.55",0.33
22.08.2018,15:00,"3,188.42",27.07,11.92,4.02,12.16,"3,132.96",0.29
22.08.2018,16:00,"2,401.74",29.99,12.14,4.16,13.7,"2,341.56",0.2
22.08.2018,17:00,"1,366.65",29.23,12.48,4.13,13.58,"1,307.11",0.12
22.08.2018,18:00,485.88,29.14,11.63,4.22,14.23,426.66,0.01
22.08.2018,19:00,114.51,30.41,12.92,4.34,14.11,52.72,0
22.08.2018,20:00,74.91,29.75,13,4.28,13.98,13.9,0.01
22.08.2018,21:00,62.19,28.36,12.12,3.99,14.03,3.68,0
22.08.2018,22:00,55.8,26.03,12.4,4,13.1,0.26,0
22.08.2018,23:00,54.65,23.75,12.72,3.66,13.94,0.56,0.01
23.08.2018,0:00,54.49,23.85,12.56,3.48,14.22,0.35,0.03
23.08.2018,1:00,52.45,23.02,12.09,3.43,13.8,0.08,0.03
23.08.2018,2:00,52.64,22.93,12.77,3.41,13.17,0.35,0.01
23.08.2018,3:00,52.51,23.12,11.75,3.43,13.83,0.33,0.05
23.08.2018,4:00,53.63,23.31,12.72,3.54,13.58,0.41,0.07
23.08.2018,5:00,56.35,24.48,11.25,3.57,14.03,2.96,0.05
23.08.2018,6:00,171.94,25.95,9.75,3.74,13.5,118.99,0
23.08.2018,7:00,785.52,25.95,12.28,3.92,13.22,730.13,0.02
23.08.2018,8:00,"1,811.49",24.58,12.19,3.92,13.44,"1,757.26",0.11
23.08.2018,9:00,"2,822.54",27.09,11.98,4.1,13.32,"2,765.84",0.21
23.08.2018,10:00,"3,585.25",27.03,11.45,3.96,13.5,"3,529.02",0.28
23.08.2018,11:00,"4,102.19",27.15,12.55,4.08,13.6,"4,044.45",0.36
23.08.2018,12:00,"4,244.27",27.29,12.77,4.15,12.52,"4,187.15",0.39
23.08.2018,13:00,"4,163.63",26.47,12.55,4.2,13.02,"4,107.03",0.37
23.08.2018,14:00,"3,887.19",27.2,11.47,4.15,11.56,"3,832.48",0.34
23.08.2018,15:00,"3,320.60",28.5,11.42,4.22,13.2,"3,262.96",0.29
23.08.2018,16:00,"2,488.27",30.92,11.33,4.22,12,"2,429.59",0.21
23.08.2018,17:00,"1,432.29",33.01,12.34,3.94,11.71,"1,371.21",0.07
23.08.2018,18:00,499.16,33.21,12.65,4.17,13.57,435.54,0.01
23.08.2018,19:00,112.24,30.96,12.55,4.08,13.79,50.83,0.02
23.08.2018,20:00,73.93,29.08,12.96,3.66,13.91,14.29,0.03
23.08.2018,21:00,60.52,27.49,12.56,3.57,13.24,3.65,0.01
23.08.2018,22:00,55.19,24.86,12.97,3.59,13.46,0.31,0
23.08.2018,23:00,56.11,24.99,12.94,3.38,13.96,0.84,0.01
24.08.2018,0:00,52.62,23.29,11.89,3.41,13.69,0.34,0
24.08.2018,1:00,51.51,22.09,12.19,3.49,13.51,0.22,0.01
24.08.2018,2:00,50.34,21.58,12.17,3.56,12.76,0.26,0.01
24.08.2018,3:00,51.1,20.44,13.2,3.7,13.56,0.2,0.01
24.08.2018,4:00,50.86,20.57,12.69,3.68,13.64,0.28,0
24.08.2018,5:00,53.26,20.08,12.56,3.63,13.67,3.28,0.04
24.08.2018,6:00,168.56,20.37,12.78,3.73,13.88,117.79,0
24.08.2018,7:00,769.99,19.14,12.75,3.69,13.34,721.05,0.03
24.08.2018,8:00,"1,823.21",19.49,12.58,3.79,13.39,"1,773.92",0.05
24.08.2018,9:00,"2,852.45",20.34,11.46,3.88,13.38,"2,803.21",0.17
24.08.2018,10:00,"3,586.66",18.69,12.61,3.94,12.7,"3,538.46",0.25
24.08.2018,11:00,"4,038.80",16.78,12.63,3.99,12.11,"3,992.98",0.3
24.08.2018,12:00,"4,234.04",15.87,11.92,4.2,12.96,"4,188.70",0.38
24.08.2018,13:00,"4,189.35",17.1,11.48,4.27,12.16,"4,144.00",0.36
24.08.2018,14:00,"3,877.68",16.96,12.73,4.4,11.06,"3,832.22",0.31
24.08.2018,15:00,"3,297.15",15.83,12.27,4.34,12.43,"3,251.99",0.28
24.08.2018,16:00,"2,449.62",17.65,12.1,3.97,12.24,"2,403.48",0.18
24.08.2018,17:00,"1,413.04",19.76,12.94,4.02,12.66,"1,363.55",0.11
24.08.2018,18:00,479.38,20.31,11.96,4.1,13.92,429.08,0.01
24.08.2018,19:00,101.23,20.06,11.59,4.17,13.75,51.66,0.01
24.08.2018,20:00,62.46,19.28,11.79,4.09,13.44,13.85,0
24.08.2018,21:00,51.63,18.32,11.4,4,14.18,3.72,0.02
24.08.2018,22:00,45.22,14.05,12.9,3.95,13.9,0.4,0.02
24.08.2018,23:00,43.37,12.46,12.91,3.78,13.88,0.33,0.01
25.08.2018,0:00,37.93,10.5,11.04,3.76,12.25,0.34,0.04
25.08.2018,1:00,40.35,9.64,12.33,3.77,14.25,0.33,0.04
25.08.2018,2:00,39.74,9.12,12.59,3.83,13.91,0.28,0.01
25.08.2018,3:00,38.9,8.28,12.87,3.93,13.59,0.24,0.01
25.08.2018,4:00,38.17,8.84,12.19,4.01,12.87,0.25,0.01
25.08.2018,5:00,41.42,8.93,12.38,3.93,13.2,2.92,0.07
25.08.2018,6:00,147.56,8.42,10.54,3.94,13.44,111.23,0.01
25.08.2018,7:00,746.55,9.04,11.81,4.08,13.3,708.3,0.02
25.08.2018,8:00,"1,780.17",7.02,11.65,4.01,12.5,"1,744.87",0.12
25.08.2018,9:00,"2,775.06",8.12,11.59,4.2,13.68,"2,737.23",0.24
25.08.2018,10:00,"3,492.82",7.1,11.77,4.17,13.36,"3,456.13",0.3
25.08.2018,11:00,"3,936.15",7.03,12.68,4.26,12.98,"3,898.88",0.32
25.08.2018,12:00,"4,138.28",6.56,13.04,4.26,13.23,"4,100.83",0.36
25.08.2018,13:00,"4,089.75",6.64,12.75,4.19,13.27,"4,052.56",0.35
25.08.2018,14:00,"3,763.72",7.37,12.81,4.2,13.27,"3,725.76",0.31
25.08.2018,15:00,"3,215.13",8.28,12.18,4.2,12.3,"3,177.90",0.28
25.08.2018,16:00,"2,396.96",9.03,11.96,4.13,12.77,"2,358.88",0.19
25.08.2018,17:00,"1,356.62",11.4,12.78,4.05,13.71,"1,314.56",0.12
25.08.2018,18:00,444.83,11.62,12.65,4.05,13.62,402.88,0.01
25.08.2018,19:00,91.35,11.85,12.81,4.2,13.73,48.76,0
25.08.2018,20:00,66.96,13.06,13,4.09,13.7,23.11,0.01
25.08.2018,21:00,45.71,11.79,12.5,4.03,13.64,3.74,0.01
25.08.2018,22:00,40.55,9.19,13.02,3.88,14.16,0.3,0.01
25.08.2018,23:00,38.8,7.47,12.84,3.84,13.86,0.78,0
26.08.2018,0:00,34.37,5.31,11.36,4.04,13.32,0.34,0.01
26.08.2018,1:00,33.97,4.01,11.64,4.12,13.89,0.32,0
26.08.2018,2:00,31.78,2.94,11.94,3.78,12.85,0.27,0.01
26.08.2018,3:00,32.36,3.02,12.24,3.7,13.25,0.15,0
26.08.2018,4:00,31.01,2.61,11.74,3.68,12.75,0.22,0.01
26.08.2018,5:00,33.12,1.3,12.12,3.8,12.88,3.02,0
26.08.2018,6:00,139.78,0.93,11.77,3.86,12.02,111.19,0
26.08.2018,7:00,727.06,1.07,11.61,3.97,13.69,696.71,0.01
26.08.2018,8:00,"1,748.65",1.35,13.01,3.8,13.52,"1,716.89",0.08
26.08.2018,9:00,"2,747.78",2.28,12.74,3.6,13.84,"2,715.18",0.15
26.08.2018,10:00,"3,481.75",2.29,12.26,3.94,12.9,"3,450.18",0.19
26.08.2018,11:00,"3,950.99",3.58,12.34,3.9,12.42,"3,918.52",0.25
26.08.2018,12:00,"4,138.68",5.78,12.66,3.99,12.74,"4,103.25",0.25
26.08.2018,13:00,"4,063.48",7.85,12.76,4.24,12.38,"4,026.01",0.24
26.08.2018,14:00,"3,734.90",8.43,11.8,4.28,12.12,"3,698.03",0.24
26.08.2018,15:00,"3,144.85",8.62,12.39,4.16,12.88,"3,106.60",0.2
26.08.2018,16:00,"2,299.28",8.18,12.54,4.31,13.42,"2,260.68",0.14
26.08.2018,17:00,"1,277.85",8.11,12.2,4.24,13.52,"1,239.72",0.06
26.08.2018,18:00,417.89,9.25,11.86,4.21,13.99,378.57,0.01
26.08.2018,19:00,83.63,9.09,12.22,4.21,14.51,43.6,0.01
26.08.2018,20:00,50.4,10.22,12.56,4.24,14.6,8.78,0.01
26.08.2018,21:00,45.99,11.34,12.39,4.03,14.33,3.88,0.01
26.08.2018,22:00,38.43,8.68,12.17,4.01,13.21,0.34,0.01
26.08.2018,23:00,37.06,6.9,12.55,3.89,13.39,0.33,0.01
27.08.2018,0:00,35.29,5.5,12.53,3.84,13.09,0.33,0.01
27.08.2018,1:00,37.1,6.61,12.69,3.8,13.8,0.2,0.01
27.08.2018,2:00,35.04,5.87,12.64,3.85,12.56,0.11,0.01
27.08.2018,3:00,35.29,6.1,12.03,3.9,13.17,0.08,0.01
27.08.2018,4:00,35.24,5.54,11.71,4.05,13.7,0.24,0.01
27.08.2018,5:00,38.89,6.04,11.85,4.18,14.02,2.8,0
27.08.2018,6:00,141.2,5.7,12.32,3.93,13.16,106.09,0
27.08.2018,7:00,697.39,3.91,12.94,3.91,13.25,663.38,0
27.08.2018,8:00,"1,691.09",3.47,12.23,3.64,13.27,"1,658.48",0
27.08.2018,9:00,"2,692.14",4.74,11.2,3.67,13.64,"2,658.89",0
27.08.2018,10:00,"3,436.78",6.14,11.13,4.13,12.54,"3,402.80",0.05
27.08.2018,11:00,"3,875.02",8.56,11.85,4.15,12.81,"3,837.59",0.05
27.08.2018,12:00,"4,023.54",9.98,9.81,3.94,13.05,"3,986.71",0.07
27.08.2018,13:00,"3,957.51",10.58,12.12,4.29,12,"3,918.44",0.08
27.08.2018,14:00,"3,602.07",13.47,11.73,4.29,11.2,"3,561.36",0.01
27.08.2018,15:00,"2,962.60",14.53,12.46,4.26,12.19,"2,919.16",0
27.08.2018,16:00,"2,102.74",17.16,12.34,4.08,12.56,"2,056.60",0
27.08.2018,17:00,"1,105.45",18.84,12.18,4.16,12.38,"1,057.88",0
27.08.2018,18:00,361.84,20.62,10.22,4.1,12.61,314.29,0
27.08.2018,19:00,86.75,20.88,10.64,4.03,13.29,37.9,0
27.08.2018,20:00,62.6,20.19,11.15,4.05,13.08,14.14,0
27.08.2018,21:00,52.86,19.58,12.47,3.85,13.05,3.92,0
27.08.2018,22:00,45.2,18.02,10.71,4,12.13,0.35,0
27.08.2018,23:00,43.78,15.46,11.15,4.12,12.73,0.33,0
28.08.2018,0:00,42.16,14.27,10.9,4.09,12.57,0.33,0
28.08.2018,1:00,44.7,17.05,11.62,3.56,12.19,0.27,0
28.08.2018,2:00,44.29,16.42,12.53,3.45,11.62,0.26,0
28.08.2018,3:00,45.82,16.93,12.8,3.58,12.37,0.13,0
28.08.2018,4:00,46.72,17.65,12.77,3.74,12.36,0.2,0
28.08.2018,5:00,50.64,18.52,12.31,3.7,13.24,2.86,0
28.08.2018,6:00,149.47,17.66,12.6,3.87,13.1,102.25,0
28.08.2018,7:00,691.78,16.38,12.41,4.01,12.62,646.36,0
28.08.2018,8:00,"1,676.94",13.17,11.46,4,10.31,"1,637.98",0
28.08.2018,9:00,"2,655.48",17.31,11.46,4.03,9.02,"2,613.60",0.07
28.08.2018,10:00,"3,385.11",18.8,12.2,4.33,11.98,"3,337.74",0.05
28.08.2018,11:00,"3,835.06",19.43,12.87,4.22,12.23,"3,786.24",0.07
28.08.2018,12:00,"4,018.38",20.86,12.59,4.11,11.86,"3,968.90",0.05
28.08.2018,13:00,"3,937.20",23.78,12.03,4.16,11.42,"3,885.75",0.06
28.08.2018,14:00,"3,609.10",26.83,12.57,3.97,12.83,"3,552.85",0.05
28.08.2018,15:00,"3,026.38",27.95,12.48,3.9,11.35,"2,970.64",0.06
28.08.2018,16:00,"2,157.23",30.1,12.4,3.97,7.56,"2,103.13",0.07
28.08.2018,17:00,"1,151.48",30.54,12.8,3.88,10.85,"1,093.41",0
28.08.2018,18:00,369.83,29.84,12.45,3.92,12.43,311.19,0
28.08.2018,19:00,91.96,29.07,12.42,3.57,13.13,33.78,0
28.08.2018,20:00,70.76,28.76,12.39,3.76,13.35,12.49,0
28.08.2018,21:00,62.75,29.07,12.98,3.9,12.93,3.87,0
28.08.2018,22:00,57.59,27.05,12.95,3.73,13.53,0.33,0
28.08.2018,23:00,61.53,26.35,12.11,4.12,13.54,5.4,0
29.08.2018,0:00,53.55,23.71,12.09,4.04,13.4,0.3,0
29.08.2018,1:00,50.17,21.33,12.14,3.69,12.74,0.28,0
29.08.2018,2:00,50.72,22.74,11.64,3.76,12.35,0.22,0
29.08.2018,3:00,52.79,24.66,12.07,3.77,12.15,0.14,0
29.08.2018,4:00,53.63,24.6,12.55,3.71,12.53,0.24,0
29.08.2018,5:00,56.08,24.95,10.83,3.68,13.44,3.18,0
29.08.2018,6:00,155.36,25.45,10.27,3.68,13.14,102.82,0
29.08.2018,7:00,701.49,24.67,13.23,3.57,13.14,646.89,0
29.08.2018,8:00,"1,655.23",23.28,12.98,4.01,12.98,"1,601.98",0
29.08.2018,9:00,"2,636.84",22.32,10.78,4.23,13.31,"2,586.11",0.09
29.08.2018,10:00,"3,400.21",22.29,12.64,4.19,11.54,"3,349.47",0.08
29.08.2018,11:00,"3,833.98",20.72,12.28,4.13,11.38,"3,785.40",0.07
29.08.2018,12:00,"4,019.53",23.29,12.76,4.29,13.1,"3,965.97",0.11
29.08.2018,13:00,"3,972.62",23.42,12.71,3.97,13.5,"3,918.94",0.08
29.08.2018,14:00,"3,633.76",24.99,12.17,4,13.41,"3,579.12",0.07
29.08.2018,15:00,"3,041.13",26.05,11.77,4.07,12.93,"2,986.24",0.08
29.08.2018,16:00,"2,191.62",26.88,12.2,4.03,13.92,"2,134.51",0.08
29.08.2018,17:00,"1,146.34",28,10.99,3.99,13.83,"1,089.52",0.01
29.08.2018,18:00,370.27,28.54,10.25,4.05,14.11,313.32,0
29.08.2018,19:00,93.64,27.72,10.53,4.01,13.91,37.47,0
29.08.2018,20:00,63.51,26.07,11.11,3.85,13.5,8.99,0
29.08.2018,21:00,56.66,24.53,10.66,3.87,13.81,3.8,0
29.08.2018,22:00,50.36,21.06,11.58,3.84,13.39,0.49,0
29.08.2018,23:00,48.07,18.79,12.18,3.95,12.83,0.32,0
30.08.2018,0:00,43.3,13.63,12.17,3.89,12.96,0.64,0.02
30.08.2018,1:00,44.72,15.32,12.05,3.8,13.29,0.26,0.01
30.08.2018,2:00,46.43,16.66,12.19,3.68,13.65,0.22,0.03
30.08.2018,3:00,46.92,17.49,11.95,3.68,13.69,0.11,0
30.08.2018,4:00,45.11,15.65,12.21,3.77,13.3,0.19,0
30.08.2018,5:00,46.42,14.02,12.2,3.84,13.56,2.8,0
30.08.2018,6:00,142.97,13.04,12.28,3.84,13.49,100.31,0
30.08.2018,7:00,709.69,14.02,10.58,3.87,13.66,667.57,0
30.08.2018,8:00,"1,732.44",14.13,11.09,3.75,13.47,"1,689.92",0.08
30.08.2018,9:00,"2,775.04",15.37,11.45,3.96,12.26,"2,731.79",0.2
30.08.2018,10:00,"3,578.54",14.26,12,4.32,12.78,"3,534.90",0.28
30.08.2018,11:00,"4,039.18",14.45,11.98,4.4,12.57,"3,995.45",0.33
30.08.2018,12:00,"4,210.62",16.93,10.3,4.19,13.07,"4,165.79",0.34
30.08.2018,13:00,"4,131.84",17.08,10.65,4.07,13.47,"4,086.24",0.34
30.08.2018,14:00,"3,760.07",18.26,10.31,4.21,13.67,"3,713.30",0.31
30.08.2018,15:00,"3,124.03",19.56,11.15,4.09,13.44,"3,075.53",0.26
30.08.2018,16:00,"2,277.71",22.58,11.93,3.88,12.72,"2,226.42",0.17
30.08.2018,17:00,"1,258.04",23.38,12.45,3.32,13.43,"1,205.39",0.07
30.08.2018,18:00,408.12,21.91,12.6,4.14,13.72,355.74,0
30.08.2018,19:00,88.87,20.69,13.25,4.15,13.9,36.88,0
30.08.2018,20:00,59.17,19.78,13.24,4,13.8,8.34,0
30.08.2018,21:00,52.52,18.48,12.88,4.09,12.99,4.08,0
30.08.2018,22:00,48.46,17.64,13.1,4.03,13.36,0.33,0
30.08.2018,23:00,45.39,16.05,12.02,3.9,13,0.42,0
31.08.2018,0:00,44.35,16.34,12.06,3.74,11.86,0.28,0.06
31.08.2018,1:00,44.4,13.6,12.52,3.91,14.15,0.21,0
31.08.2018,2:00,42.29,11.15,13.24,3.91,13.89,0.11,0
31.08.2018,3:00,42.13,12.11,13.27,3.9,12.74,0.1,0
31.08.2018,4:00,44.34,13.69,13.3,3.75,13.42,0.18,0
31.08.2018,5:00,47.99,15.21,13.32,3.52,13.19,2.75,0
31.08.2018,6:00,131.6,16.18,12.82,3.53,12.6,86.46,0
31.08.2018,7:00,693.76,15,12.04,3.98,12.12,650.61,0
31.08.2018,8:00,"1,723.11",13.9,11.52,4.26,13.37,"1,680.06",0
31.08.2018,9:00,"2,734.13",14.43,10.7,4.11,14,"2,690.89",0
31.08.2018,10:00,"3,505.66",15.61,11.56,4.04,12.58,"3,461.77",0.09
31.08.2018,11:00,"3,962.05",16.52,11.18,3.94,11.24,"3,919.05",0.11
31.08.2018,12:00,"4,097.99",17.06,12,4.02,12.27,"4,052.51",0.13
31.08.2018,13:00,"3,992.10",16.86,11.99,4.13,11.96,"3,947.04",0.12
31.08.2018,14:00,"3,612.69",18.04,11.65,4.1,12.19,"3,566.65",0.08
31.08.2018,15:00,"3,019.17",18.18,12.58,4,11.97,"2,972.38",0.07
31.08.2018,16:00,"2,189.73",21.29,12.65,3.88,11.63,"2,140.20",0.08
31.08.2018,17:00,"1,214.21",22.7,12.33,3.89,13.06,"1,162.14",0.1
31.08.2018,18:00,391.36,25.88,12.22,4.21,13.65,335.29,0.11
31.08.2018,19:00,85.11,25.28,12.97,3.35,14.27,29.08,0.16
31.08.2018,20:00,66.25,26.63,12.82,3.02,13.77,9.86,0.15
31.08.2018,21:00,57.79,25.77,13.06,3.86,13.55,1.4,0.15
31.08.2018,22:00,54.48,23.62,12.77,4.01,13.69,0.18,0.21
31.08.2018,23:00,50.2,19.53,12.94,3.86,13.43,0.27,0.17
01.09.2018,0:00,45.72,17.13,12.31,3.58,12.52,0.06,0.11
01.09.2018,1:00,46.54,16.41,13,3.57,13.47,0.09,0
01.09.2018,2:00,43.33,14.06,11.59,3.81,13.76,0.11,0
01.09.2018,3:00,45.42,14.03,13.32,3.95,14.04,0.08,0
01.09.2018,4:00,44.77,13.65,13.36,3.66,13.9,0.21,0
01.09.2018,5:00,45.5,14.3,12.84,3.62,13.6,1.14,0
01.09.2018,6:00,125.83,14.44,12.98,3.1,13.75,81.56,0
01.09.2018,7:00,702.3,15.6,11.94,3.53,14,657.22,0
01.09.2018,8:00,"1,709.67",15.86,13.06,3.7,13.66,"1,663.39",0
01.09.2018,9:00,"2,694.67",15.01,13.28,3.95,12.47,"2,649.85",0.11
01.09.2018,10:00,"3,442.52",15.21,13.09,4,13.04,"3,396.84",0.33
01.09.2018,11:00,"3,917.91",15.27,13.29,4.08,11.77,"3,873.06",0.44
01.09.2018,12:00,"4,036.29",16.82,11.84,4.07,12.17,"3,991.01",0.37
01.09.2018,13:00,"3,953.24",17.45,11.67,3.85,12.62,"3,907.38",0.26
01.09.2018,14:00,"3,604.65",18.5,11.17,3.74,12.18,"3,558.88",0.18
01.09.2018,15:00,"3,019.09",19.04,11.64,3.77,13.01,"2,971.45",0.18
01.09.2018,16:00,"2,177.42",20.23,11.21,3.41,13.34,"2,129.10",0.13
01.09.2018,17:00,"1,176.87",21.05,11.05,2.84,13.92,"1,128.01",0.01
01.09.2018,18:00,341.17,21.29,10.89,3.6,14.01,291.38,0.01
01.09.2018,19:00,71.26,20.69,11.03,3.92,14.53,21.07,0
01.09.2018,20:00,52.88,21.97,11.12,4.1,14.62,1.07,0
01.09.2018,21:00,52.27,22.71,11.3,3.91,14.09,0.26,0
01.09.2018,22:00,48.38,19.04,12.24,3.76,13.24,0.08,0.01
01.09.2018,23:00,46.52,15.67,13.02,3.75,14.02,0.06,0
02.09.2018,0:00,45.27,14.33,13.44,3.68,13.75,0.08,0
02.09.2018,1:00,42.49,11.48,13.43,3.64,13.86,0.07,0
02.09.2018,2:00,43.48,12.92,13.5,3.2,13.78,0.09,0
02.09.2018,3:00,44.15,13.89,13.49,2.69,14.02,0.07,0
02.09.2018,4:00,42.1,12.31,13.5,3.09,13,0.2,0
02.09.2018,5:00,43.41,13.75,12.42,3.4,12.76,1.09,0
02.09.2018,6:00,124.45,15.16,11.84,3.27,13.32,80.85,0
02.09.2018,7:00,700.11,14.3,11.8,3.39,11.85,658.77,0
02.09.2018,8:00,"1,728.88",14,11.53,3.7,11.66,"1,687.95",0.04
02.09.2018,9:00,"2,749.88",17.9,12.41,3.83,11.27,"2,704.35",0.13
02.09.2018,10:00,"3,499.24",18.72,12.42,3.89,10.33,"3,453.53",0.34
02.09.2018,11:00,"3,955.62",19.38,11.57,3.85,10.53,"3,909.85",0.43
02.09.2018,12:00,"4,105.57",21.77,12.46,3.97,10.68,"4,056.28",0.41
02.09.2018,13:00,"4,038.29",24.67,12.95,3.84,10.59,"3,985.82",0.43
02.09.2018,14:00,"3,726.51",24.23,12.82,3.84,11.06,"3,674.22",0.35
02.09.2018,15:00,"3,138.16",25.71,12.8,3.83,11.24,"3,084.31",0.26
02.09.2018,16:00,"2,272.32",26.21,12.8,3.96,10.41,"2,218.81",0.13
02.09.2018,17:00,"1,209.94",26.63,12.7,3.89,11.75,"1,154.95",0.03
02.09.2018,18:00,356.86,27.1,12.41,3.86,11.78,301.7,0
02.09.2018,19:00,75.92,26.7,11.89,3.87,13.55,19.91,0
02.09.2018,20:00,64.28,25.68,12.37,3.56,13.84,8.83,0
02.09.2018,21:00,54.12,23.71,12.42,3.5,14.22,0.26,0.01
02.09.2018,22:00,52.4,22.81,12.39,3.36,13.78,0.06,0
02.09.2018,23:00,48.95,19.57,12.27,3.72,13.31,0.05,0.02
03.09.2018,0:00,46.09,16.84,12.82,3.57,12.79,0.07,0
03.09.2018,1:00,45.35,16.77,12.17,3.39,12.87,0.07,0.06
03.09.2018,2:00,44.06,15.42,12.01,3.6,12.94,0.08,0.01
03.09.2018,3:00,42.9,14.87,12.15,2.96,12.81,0.1,0
03.09.2018,4:00,46.25,16.4,12.97,3.32,13.08,0.48,0
03.09.2018,5:00,45.65,16.17,12.55,2.9,12.96,1.07,0
03.09.2018,6:00,121.11,15.79,12.55,3.09,12.62,77.07,0
03.09.2018,7:00,700.17,15.78,12.39,2.86,12.4,656.72,0.02
03.09.2018,8:00,"1,737.37",15.44,12.31,2.67,13.47,"1,693.47",0
03.09.2018,9:00,"2,752.32",15.77,11.49,3.7,9.06,"2,712.20",0.1
03.09.2018,10:00,"3,509.35",16,11.88,3.17,9.76,"3,468.33",0.21
03.09.2018,11:00,"3,914.01",12.93,11.4,2.94,8.63,"3,877.84",0.27
03.09.2018,12:00,"4,050.01",12.09,11.67,3.01,8.54,"4,014.45",0.25
03.09.2018,13:00,"3,984.61",12.23,12.08,2.83,9.47,"3,947.77",0.24
03.09.2018,14:00,"3,689.01",12.82,11.07,3.71,11.59,"3,649.63",0.18
03.09.2018,15:00,"3,113.64",16.26,11.8,3.11,12.43,"3,069.90",0.14
03.09.2018,16:00,"2,267.53",17.77,12,2.92,12.71,"2,222.03",0.1
03.09.2018,17:00,"1,209.88",18.97,12.25,2.99,13.39,"1,162.15",0.12
03.09.2018,18:00,343,19.73,11.99,2.69,13.41,295.06,0.12
03.09.2018,19:00,68.31,19.58,12.45,3.46,13.9,18.76,0.17
03.09.2018,20:00,56.15,19.04,12.58,2.72,13.75,7.91,0.15
03.09.2018,21:00,46.06,16.99,12.11,2.63,13.89,0.28,0.16
03.09.2018,22:00,43.01,14.21,12.69,2.56,13.3,0.06,0.19
03.09.2018,23:00,39.54,11.03,12.15,2.59,13.54,0.07,0.16
04.09.2018,0:00,33.91,5.75,11.77,2.69,13.33,0.09,0.29
04.09.2018,1:00,33.14,4.5,11.91,2.97,13.4,0.09,0.27
04.09.2018,2:00,31.76,3.88,11.57,2.87,13.08,0.08,0.26
04.09.2018,3:00,30.74,2.84,12.14,2.78,12.64,0.07,0.27
04.09.2018,4:00,29.22,2.79,10.7,2.98,12.3,0.18,0.26
04.09.2018,5:00,32.42,4.53,11.41,3,12.19,1.03,0.26
04.09.2018,6:00,105.8,4.55,11.65,2.47,11.77,75.14,0.22
04.09.2018,7:00,681.64,4.43,12.5,2.3,12.04,650.18,0.19
04.09.2018,8:00,"1,711.83",3.77,11.72,2.8,12.22,"1,681.30",0.02
04.09.2018,9:00,"2,709.99",3.99,11.34,3.67,12.08,"2,678.83",0.07
04.09.2018,10:00,"3,463.28",3.73,10.66,2.77,11.78,"3,434.16",0.18
04.09.2018,11:00,"3,890.59",3.82,9.32,2.21,12.31,"3,862.72",0.21
04.09.2018,12:00,"4,045.75",4.43,10.62,2.77,13.24,"4,014.45",0.24
