Date,Hour,Total (MWh),Wind (MWh),Biogas (MWh),Canal Type (MWh),Biomass (MWh),Sun (MWh),Others (MWh)
01.06.2017,0:00,19.64,0,0,0,0,19.64,0
01.06.2017,1:00,20.52,0,0,0,0,20.52,0
01.06.2017,2:00,20.67,0,0,0,0,20.67,0
01.06.2017,3:00,21.59,0,0,0,0,21.59,0
01.06.2017,4:00,20.93,0,0,0,0,20.93,0
01.06.2017,5:00,25.79,0,0,0,0,25.79,0
01.06.2017,6:00,99.03,0,0,0,0,99.03,0
01.06.2017,7:00,319.39,0,0,0,0,319.39,0
01.06.2017,8:00,614.97,0,0,0,0,614.97,0
01.06.2017,9:00,840.17,0,0,0,0,840.17,0
01.06.2017,10:00,916.05,0,0,0,0,916.05,0
01.06.2017,11:00,926.75,0,0,0,0,926.75,0
01.06.2017,12:00,899.77,0,0,0,0,899.77,0
01.06.2017,13:00,908.25,0,0,0,0,908.25,0
01.06.2017,14:00,920.06,0,0,0,0,920.06,0
01.06.2017,15:00,850.56,0,0,0,0,850.56,0
01.06.2017,16:00,625.97,0,0,0,0,625.97,0
01.06.2017,17:00,389.2,0,0,0,0,389.2,0
01.06.2017,18:00,166.25,0,0,0,0,166.25,0
01.06.2017,19:00,50.41,0,0,0,0,50.41,0
01.06.2017,20:00,22.11,0,0,0,0,22.11,0
01.06.2017,21:00,20.74,0,0,0,0,20.74,0
01.06.2017,22:00,20.19,0,0,0,0,20.19,0
01.06.2017,23:00,19.69,0,0,0,0,19.69,0
02.06.2017,0:00,18.97,0,0,0,0,18.97,0
02.06.2017,1:00,20.09,0,0,0,0,20.09,0
02.06.2017,2:00,19.7,0,0,0,0,19.7,0
02.06.2017,3:00,19.81,0,0,0,0,19.81,0
02.06.2017,4:00,19.63,0,0,0,0,19.63,0
02.06.2017,5:00,27.76,0,0,0,0,27.76,0
02.06.2017,6:00,108.72,0,0,0,0,108.72,0
02.06.2017,7:00,332.3,0,0,0,0,332.3,0
02.06.2017,8:00,638.1,0,0,0,0,638.1,0
02.06.2017,9:00,892.47,0,0,0,0,892.47,0
02.06.2017,10:00,"1,022.46",0,0,0,0,"1,022.46",0
02.06.2017,11:00,"1,098.17",0,0,0,0,"1,098.17",0
02.06.2017,12:00,"1,087.29",0,0,0,0,"1,087.29",0
02.06.2017,13:00,"1,034.96",0,0,0,0,"1,034.96",0
02.06.2017,14:00,952.66,0,0,0,0,952.66,0
02.06.2017,15:00,803.67,0,0,0,0,803.67,0
02.06.2017,16:00,599.99,0,0,0,0,599.99,0
02.06.2017,17:00,345.57,0,0,0,0,345.57,0
02.06.2017,18:00,149.17,0,0,0,0,149.17,0
02.06.2017,19:00,44.63,0,0,0,0,44.63,0
02.06.2017,20:00,21.88,0,0,0,0,21.88,0
02.06.2017,21:00,20.51,0,0,0,0,20.51,0
02.06.2017,22:00,20.37,0,0,0,0,20.37,0
02.06.2017,23:00,20.52,0,0,0,0,20.52,0
03.06.2017,0:00,19.96,0,0,0,0,19.96,0
03.06.2017,1:00,19.59,0,0,0,0,19.59,0
03.06.2017,2:00,19.33,0,0,0,0,19.33,0
03.06.2017,3:00,18.34,0,0,0,0,18.34,0
03.06.2017,4:00,18.81,0,0,0,0,18.81,0
03.06.2017,5:00,26.36,0,0,0,0,26.36,0
03.06.2017,6:00,102.56,0,0,0,0,102.56,0
03.06.2017,7:00,336.75,0,0,0,0,336.75,0
03.06.2017,8:00,652.2,0,0,0,0,652.2,0
03.06.2017,9:00,925.29,0,0,0,0,925.29,0
03.06.2017,10:00,"1,102.93",0,0,0,0,"1,102.93",0
03.06.2017,11:00,"1,199.47",0,0,0,0,"1,199.47",0
03.06.2017,12:00,"1,196.24",0,0,0,0,"1,196.24",0
03.06.2017,13:00,"1,146.80",0,0,0,0,"1,146.80",0
03.06.2017,14:00,"1,044.15",0,0,0,0,"1,044.15",0
03.06.2017,15:00,855.66,0,0,0,0,855.66,0
03.06.2017,16:00,624.9,0,0,0,0,624.9,0
03.06.2017,17:00,376.06,0,0,0,0,376.06,0
03.06.2017,18:00,152.18,0,0,0,0,152.18,0
03.06.2017,19:00,43.56,0,0,0,0,43.56,0
03.06.2017,20:00,25.49,0,0,0,0,25.49,0
03.06.2017,21:00,24.74,0,0,0,0,24.74,0
03.06.2017,22:00,24.39,0,0,0,0,24.39,0
03.06.2017,23:00,24.07,0,0,0,0,24.07,0
04.06.2017,0:00,21.74,0,0,0,0,21.74,0
04.06.2017,1:00,21.57,0,0,0,0,21.57,0
04.06.2017,2:00,21.24,0,0,0,0,21.24,0
04.06.2017,3:00,22.21,0,0,0,0,22.21,0
04.06.2017,4:00,21.7,0,0,0,0,21.7,0
04.06.2017,5:00,28.85,0,0,0,0,28.85,0
04.06.2017,6:00,110.58,0,0,0,0,110.58,0
04.06.2017,7:00,329.54,0,0,0,0,329.54,0
04.06.2017,8:00,605.06,0,0,0,0,605.06,0
04.06.2017,9:00,841.13,0,0,0,0,841.13,0
04.06.2017,10:00,980.62,0,0,0,0,980.62,0
04.06.2017,11:00,"1,043.30",0,0,0,0,"1,043.30",0
04.06.2017,12:00,975.34,0,0,0,0,975.34,0
04.06.2017,13:00,816.58,0,0,0,0,816.58,0
04.06.2017,14:00,707.99,0,0,0,0,707.99,0
04.06.2017,15:00,574.43,0,0,0,0,574.43,0
04.06.2017,16:00,372.57,0,0,0,0,372.57,0
04.06.2017,17:00,220.68,0,0,0,0,220.68,0
04.06.2017,18:00,109.64,0,0,0,0,109.64,0
04.06.2017,19:00,41.78,0,0,0,0,41.78,0
04.06.2017,20:00,22.82,0,0,0,0,22.82,0
04.06.2017,21:00,21.73,0,0,0,0,21.73,0
04.06.2017,22:00,22.32,0,0,0,0,22.32,0
04.06.2017,23:00,21.58,0,0,0,0,21.58,0
05.06.2017,0:00,19.27,0,0,0,0,19.27,0
05.06.2017,1:00,18.5,0,0,0,0,18.5,0
05.06.2017,2:00,20.32,0,0,0,0,20.32,0
05.06.2017,3:00,19.99,0,0,0,0,19.99,0
05.06.2017,4:00,20.19,0,0,0,0,20.19,0
05.06.2017,5:00,28.68,0,0,0,0,28.68,0
05.06.2017,6:00,107.39,0,0,0,0,107.39,0
05.06.2017,7:00,328.89,0,0,0,0,328.89,0
05.06.2017,8:00,621.3,0,0,0,0,621.3,0
05.06.2017,9:00,881.1,0,0,0,0,881.1,0
05.06.2017,10:00,"1,055.87",0,0,0,0,"1,055.87",0
05.06.2017,11:00,"1,124.67",0,0,0,0,"1,124.67",0
05.06.2017,12:00,"1,057.09",0,0,0,0,"1,057.09",0
05.06.2017,13:00,912.09,0,0,0,0,912.09,0
05.06.2017,14:00,731.22,0,0,0,0,731.22,0
05.06.2017,15:00,591.84,0,0,0,0,591.84,0
05.06.2017,16:00,471.3,0,0,0,0,471.3,0
05.06.2017,17:00,289.86,0,0,0,0,289.86,0
05.06.2017,18:00,144.71,0,0,0,0,144.71,0
05.06.2017,19:00,48.17,0,0,0,0,48.17,0
05.06.2017,20:00,21.23,0,0,0,0,21.23,0
05.06.2017,21:00,18.57,0,0,0,0,18.57,0
05.06.2017,22:00,18.36,0,0,0,0,18.36,0
05.06.2017,23:00,18.77,0,0,0,0,18.77,0
06.06.2017,0:00,17.6,0,0,0,0,17.6,0
06.06.2017,1:00,18.91,0,0,0,0,18.91,0
06.06.2017,2:00,19,0,0,0,0,19,0
06.06.2017,3:00,18.58,0,0,0,0,18.58,0
06.06.2017,4:00,20.04,0,0,0,0,20.04,0
06.06.2017,5:00,29.4,0,0,0,0,29.4,0
06.06.2017,6:00,103.25,0,0,0,0,103.25,0
06.06.2017,7:00,324.36,0,0,0,0,324.36,0
06.06.2017,8:00,632.49,0,0,0,0,632.49,0
06.06.2017,9:00,906.4,0,0,0,0,906.4,0
06.06.2017,10:00,"1,091.32",0,0,0,0,"1,091.32",0
06.06.2017,11:00,"1,167.71",0,0,0,0,"1,167.71",0
06.06.2017,12:00,"1,172.40",0,0,0,0,"1,172.40",0
06.06.2017,13:00,"1,123.92",0,0,0,0,"1,123.92",0
06.06.2017,14:00,"1,038.74",0,0,0,0,"1,038.74",0
06.06.2017,15:00,919.23,0,0,0,0,919.23,0
06.06.2017,16:00,698.4,0,0,0,0,698.4,0
06.06.2017,17:00,441.73,0,0,0,0,441.73,0
06.06.2017,18:00,184.94,0,0,0,0,184.94,0
06.06.2017,19:00,52.68,0,0,0,0,52.68,0
06.06.2017,20:00,22.2,0,0,0,0,22.2,0
06.06.2017,21:00,21.64,0,0,0,0,21.64,0
06.06.2017,22:00,21.19,0,0,0,0,21.19,0
06.06.2017,23:00,19.83,0,0,0,0,19.83,0
07.06.2017,0:00,18.75,0,0,0,0,18.75,0
07.06.2017,1:00,19.97,0,0,0,0,19.97,0
07.06.2017,2:00,19.5,0,0,0,0,19.5,0
07.06.2017,3:00,19.99,0,0,0,0,19.99,0
07.06.2017,4:00,20.18,0,0,0,0,20.18,0
07.06.2017,5:00,27.81,0,0,0,0,27.81,0
07.06.2017,6:00,105.09,0,0,0,0,105.09,0
07.06.2017,7:00,339.28,0,0,0,0,339.28,0
07.06.2017,8:00,660.32,0,0,0,0,660.32,0
07.06.2017,9:00,925.02,0,0,0,0,925.02,0
07.06.2017,10:00,"1,106.58",0,0,0,0,"1,106.58",0
07.06.2017,11:00,"1,201.25",0,0,0,0,"1,201.25",0
07.06.2017,12:00,"1,219.96",0,0,0,0,"1,219.96",0
07.06.2017,13:00,"1,197.04",0,0,0,0,"1,197.04",0
07.06.2017,14:00,"1,115.72",0,0,0,0,"1,115.72",0
07.06.2017,15:00,962.82,0,0,0,0,962.82,0
07.06.2017,16:00,752.82,0,0,0,0,752.82,0
07.06.2017,17:00,461.64,0,0,0,0,461.64,0
07.06.2017,18:00,184.08,0,0,0,0,184.08,0
07.06.2017,19:00,51.35,0,0,0,0,51.35,0
07.06.2017,20:00,19.94,0,0,0,0,19.94,0
07.06.2017,21:00,20.78,0,0,0,0,20.78,0
07.06.2017,22:00,20.57,0,0,0,0,20.57,0
07.06.2017,23:00,19.7,0,0,0,0,19.7,0
08.06.2017,0:00,19.03,0,0,0,0,19.03,0
08.06.2017,1:00,19.52,0,0,0,0,19.52,0
08.06.2017,2:00,19.02,0,0,0,0,19.02,0
08.06.2017,3:00,19.11,0,0,0,0,19.11,0
08.06.2017,4:00,19.88,0,0,0,0,19.88,0
08.06.2017,5:00,29.23,0,0,0,0,29.23,0
08.06.2017,6:00,107.43,0,0,0,0,107.43,0
08.06.2017,7:00,321.36,0,0,0,0,321.36,0
08.06.2017,8:00,601.35,0,0,0,0,601.35,0
08.06.2017,9:00,815.61,0,0,0,0,815.61,0
08.06.2017,10:00,"1,007.50",0,0,0,0,"1,007.50",0
08.06.2017,11:00,"1,112.02",0,0,0,0,"1,112.02",0
08.06.2017,12:00,"1,104.92",0,0,0,0,"1,104.92",0
08.06.2017,13:00,"1,041.73",0,0,0,0,"1,041.73",0
08.06.2017,14:00,948.74,0,0,0,0,948.74,0
08.06.2017,15:00,796.13,0,0,0,0,796.13,0
08.06.2017,16:00,574.18,0,0,0,0,574.18,0
08.06.2017,17:00,349.6,0,0,0,0,349.6,0
08.06.2017,18:00,150.96,0,0,0,0,150.96,0
08.06.2017,19:00,47.52,0,0,0,0,47.52,0
08.06.2017,20:00,23.95,0,0,0,0,23.95,0
08.06.2017,21:00,23.59,0,0,0,0,23.59,0
08.06.2017,22:00,23.1,0,0,0,0,23.1,0
08.06.2017,23:00,22.79,0,0,0,0,22.79,0
09.06.2017,0:00,19.71,0,0,0,0,19.71,0
09.06.2017,1:00,20.75,0,0,0,0,20.75,0
09.06.2017,2:00,20.51,0,0,0,0,20.51,0
09.06.2017,3:00,22.22,0,0,0,0,22.22,0
09.06.2017,4:00,22.44,0,0,0,0,22.44,0
09.06.2017,5:00,32.43,0,0,0,0,32.43,0
09.06.2017,6:00,114.85,0,0,0,0,114.85,0
09.06.2017,7:00,318.68,0,0,0,0,318.68,0
09.06.2017,8:00,591.96,0,0,0,0,591.96,0
09.06.2017,9:00,840.19,0,0,0,0,840.19,0
09.06.2017,10:00,"1,003.10",0,0,0,0,"1,003.10",0
09.06.2017,11:00,"1,092.12",0,0,0,0,"1,092.12",0
09.06.2017,12:00,"1,064.76",0,0,0,0,"1,064.76",0
09.06.2017,13:00,985.19,0,0,0,0,985.19,0
09.06.2017,14:00,943.09,0,0,0,0,943.09,0
09.06.2017,15:00,807.22,0,0,0,0,807.22,0
09.06.2017,16:00,630.84,0,0,0,0,630.84,0
09.06.2017,17:00,398.64,0,0,0,0,398.64,0
09.06.2017,18:00,179.85,0,0,0,0,179.85,0
09.06.2017,19:00,55.95,0,0,0,0,55.95,0
09.06.2017,20:00,20.16,0,0,0,0,20.16,0
09.06.2017,21:00,19.9,0,0,0,0,19.9,0
09.06.2017,22:00,19.92,0,0,0,0,19.92,0
09.06.2017,23:00,19.57,0,0,0,0,19.57,0
10.06.2017,0:00,18.11,0,0,0,0,18.11,0
10.06.2017,1:00,18.96,0,0,0,0,18.96,0
10.06.2017,2:00,19.46,0,0,0,0,19.46,0
10.06.2017,3:00,19.61,0,0,0,0,19.61,0
10.06.2017,4:00,20.12,0,0,0,0,20.12,0
10.06.2017,5:00,27.15,0,0,0,0,27.15,0
10.06.2017,6:00,97.54,0,0,0,0,97.54,0
10.06.2017,7:00,260.07,0,0,0,0,260.07,0
10.06.2017,8:00,485.18,0,0,0,0,485.18,0
10.06.2017,9:00,716.72,0,0,0,0,716.72,0
10.06.2017,10:00,875.21,0,0,0,0,875.21,0
10.06.2017,11:00,998.31,0,0,0,0,998.31,0
10.06.2017,12:00,"1,030.16",0,0,0,0,"1,030.16",0
10.06.2017,13:00,"1,030.38",0,0,0,0,"1,030.38",0
10.06.2017,14:00,"1,014.95",0,0,0,0,"1,014.95",0
10.06.2017,15:00,933.18,0,0,0,0,933.18,0
10.06.2017,16:00,732.21,0,0,0,0,732.21,0
10.06.2017,17:00,461.42,0,0,0,0,461.42,0
10.06.2017,18:00,190.26,0,0,0,0,190.26,0
10.06.2017,19:00,51.53,0,0,0,0,51.53,0
10.06.2017,20:00,20.26,0,0,0,0,20.26,0
10.06.2017,21:00,19.95,0,0,0,0,19.95,0
10.06.2017,22:00,18.03,0,0,0,0,18.03,0
10.06.2017,23:00,17.85,0,0,0,0,17.85,0
11.06.2017,0:00,17.64,0,0,0,0,17.64,0
11.06.2017,1:00,17.88,0,0,0,0,17.88,0
11.06.2017,2:00,17.72,0,0,0,0,17.72,0
11.06.2017,3:00,18.52,0,0,0,0,18.52,0
11.06.2017,4:00,19.21,0,0,0,0,19.21,0
11.06.2017,5:00,26.74,0,0,0,0,26.74,0
11.06.2017,6:00,107.48,0,0,0,0,107.48,0
11.06.2017,7:00,324.6,0,0,0,0,324.6,0
11.06.2017,8:00,617.76,0,0,0,0,617.76,0
11.06.2017,9:00,880.57,0,0,0,0,880.57,0
11.06.2017,10:00,"1,035.90",0,0,0,0,"1,035.90",0
11.06.2017,11:00,"1,080.42",0,0,0,0,"1,080.42",0
11.06.2017,12:00,"1,099.33",0,0,0,0,"1,099.33",0
11.06.2017,13:00,"1,063.45",0,0,0,0,"1,063.45",0
11.06.2017,14:00,"1,008.92",0,0,0,0,"1,008.92",0
11.06.2017,15:00,889.2,0,0,0,0,889.2,0
11.06.2017,16:00,700.24,0,0,0,0,700.24,0
11.06.2017,17:00,448.89,0,0,0,0,448.89,0
11.06.2017,18:00,192.9,0,0,0,0,192.9,0
11.06.2017,19:00,58.59,0,0,0,0,58.59,0
11.06.2017,20:00,25.2,0,0,0,0,25.2,0
11.06.2017,21:00,24.66,0,0,0,0,24.66,0
11.06.2017,22:00,24.33,0,0,0,0,24.33,0
11.06.2017,23:00,23.74,0,0,0,0,23.74,0
12.06.2017,0:00,22.14,0,0,0,0,22.14,0
12.06.2017,1:00,23.55,0,0,0,0,23.55,0
12.06.2017,2:00,23.37,0,0,0,0,23.37,0
12.06.2017,3:00,22.9,0,0,0,0,22.9,0
12.06.2017,4:00,23.31,0,0,0,0,23.31,0
12.06.2017,5:00,32.34,0,0,0,0,32.34,0
12.06.2017,6:00,112.81,0,0,0,0,112.81,0
12.06.2017,7:00,348.96,0,0,0,0,348.96,0
12.06.2017,8:00,661.14,0,0,0,0,661.14,0
12.06.2017,9:00,909.57,0,0,0,0,909.57,0
12.06.2017,10:00,"1,100.14",0,0,0,0,"1,100.14",0
12.06.2017,11:00,"1,185.22",0,0,0,0,"1,185.22",0
12.06.2017,12:00,"1,170.32",0,0,0,0,"1,170.32",0
12.06.2017,13:00,"1,138.32",0,0,0,0,"1,138.32",0
12.06.2017,14:00,"1,040.43",0,0,0,0,"1,040.43",0
12.06.2017,15:00,842.97,0,0,0,0,842.97,0
12.06.2017,16:00,622.54,0,0,0,0,622.54,0
12.06.2017,17:00,372.96,0,0,0,0,372.96,0
12.06.2017,18:00,159.74,0,0,0,0,159.74,0
12.06.2017,19:00,52.31,0,0,0,0,52.31,0
12.06.2017,20:00,24.52,0,0,0,0,24.52,0
12.06.2017,21:00,24.32,0,0,0,0,24.32,0
12.06.2017,22:00,21.16,0,0,0,0,21.16,0
12.06.2017,23:00,21.22,0,0,0,0,21.22,0
13.06.2017,0:00,19.9,0,0,0,0,19.9,0
13.06.2017,1:00,19.63,0,0,0,0,19.63,0
13.06.2017,2:00,19.78,0,0,0,0,19.78,0
13.06.2017,3:00,20.58,0,0,0,0,20.58,0
13.06.2017,4:00,21.65,0,0,0,0,21.65,0
13.06.2017,5:00,30.48,0,0,0,0,30.48,0
13.06.2017,6:00,106.62,0,0,0,0,106.62,0
13.06.2017,7:00,335.65,0,0,0,0,335.65,0
13.06.2017,8:00,652.23,0,0,0,0,652.23,0
13.06.2017,9:00,919.71,0,0,0,0,919.71,0
13.06.2017,10:00,"1,116.62",0,0,0,0,"1,116.62",0
13.06.2017,11:00,"1,205.21",0,0,0,0,"1,205.21",0
13.06.2017,12:00,"1,216.45",0,0,0,0,"1,216.45",0
13.06.2017,13:00,"1,146.45",0,0,0,0,"1,146.45",0
13.06.2017,14:00,"1,015.72",0,0,0,0,"1,015.72",0
13.06.2017,15:00,815.8,0,0,0,0,815.8,0
13.06.2017,16:00,555.23,0,0,0,0,555.23,0
13.06.2017,17:00,316.92,0,0,0,0,316.92,0
13.06.2017,18:00,132.77,0,0,0,0,132.77,0
13.06.2017,19:00,43.63,0,0,0,0,43.63,0
13.06.2017,20:00,22.59,0,0,0,0,22.59,0
13.06.2017,21:00,22.07,0,0,0,0,22.07,0
13.06.2017,22:00,21.32,0,0,0,0,21.32,0
13.06.2017,23:00,20.17,0,0,0,0,20.17,0
14.06.2017,0:00,20.13,0,0,0,0,20.13,0
14.06.2017,1:00,20.51,0,0,0,0,20.51,0
14.06.2017,2:00,20.21,0,0,0,0,20.21,0
14.06.2017,3:00,17.57,0,0,0,0,17.57,0
14.06.2017,4:00,19.05,0,0,0,0,19.05,0
14.06.2017,5:00,26.87,0,0,0,0,26.87,0
14.06.2017,6:00,93.71,0,0,0,0,93.71,0
14.06.2017,7:00,255.95,0,0,0,0,255.95,0
14.06.2017,8:00,485.14,0,0,0,0,485.14,0
14.06.2017,9:00,678.48,0,0,0,0,678.48,0
14.06.2017,10:00,810.23,0,0,0,0,810.23,0
14.06.2017,11:00,874.66,0,0,0,0,874.66,0
14.06.2017,12:00,908.17,0,0,0,0,908.17,0
14.06.2017,13:00,917.74,0,0,0,0,917.74,0
14.06.2017,14:00,891.2,0,0,0,0,891.2,0
14.06.2017,15:00,794.29,0,0,0,0,794.29,0
14.06.2017,16:00,620.82,0,0,0,0,620.82,0
14.06.2017,17:00,407.1,0,0,0,0,407.1,0
14.06.2017,18:00,178.2,0,0,0,0,178.2,0
14.06.2017,19:00,52.8,0,0,0,0,52.8,0
14.06.2017,20:00,21.9,0,0,0,0,21.9,0
14.06.2017,21:00,21.95,0,0,0,0,21.95,0
14.06.2017,22:00,20.44,0,0,0,0,20.44,0
14.06.2017,23:00,20.18,0,0,0,0,20.18,0
15.06.2017,0:00,18.81,0,0,0,0,18.81,0
15.06.2017,1:00,20.82,0,0,0,0,20.82,0
15.06.2017,2:00,20.32,0,0,0,0,20.32,0
15.06.2017,3:00,19.17,0,0,0,0,19.17,0
15.06.2017,4:00,20.27,0,0,0,0,20.27,0
15.06.2017,5:00,27.63,0,0,0,0,27.63,0
15.06.2017,6:00,105.41,0,0,0,0,105.41,0
15.06.2017,7:00,315.2,0,0,0,0,315.2,0
15.06.2017,8:00,600.48,0,0,0,0,600.48,0
15.06.2017,9:00,835.5,0,0,0,0,835.5,0
15.06.2017,10:00,993.28,0,0,0,0,993.28,0
15.06.2017,11:00,"1,040.35",0,0,0,0,"1,040.35",0
15.06.2017,12:00,"1,056.20",0,0,0,0,"1,056.20",0
15.06.2017,13:00,992.78,0,0,0,0,992.78,0
15.06.2017,14:00,920.83,0,0,0,0,920.83,0
15.06.2017,15:00,779.5,0,0,0,0,779.5,0
15.06.2017,16:00,595.95,0,0,0,0,595.95,0
15.06.2017,17:00,380.19,0,0,0,0,380.19,0
15.06.2017,18:00,176.5,0,0,0,0,176.5,0
15.06.2017,19:00,63.71,0,0,0,0,63.71,0
15.06.2017,20:00,26.69,0,0,0,0,26.69,0
15.06.2017,21:00,24.69,0,0,0,0,24.69,0
15.06.2017,22:00,22.08,0,0,0,0,22.08,0
15.06.2017,23:00,22.84,0,0,0,0,22.84,0
16.06.2017,0:00,22.53,0,0,0,0,22.53,0
16.06.2017,1:00,25.37,0,0,0,0,25.37,0
16.06.2017,2:00,24.21,0,0,0,0,24.21,0
16.06.2017,3:00,23.24,0,0,0,0,23.24,0
16.06.2017,4:00,23.5,0,0,0,0,23.5,0
16.06.2017,5:00,32.09,0,0,0,0,32.09,0
16.06.2017,6:00,110.44,0,0,0,0,110.44,0
16.06.2017,7:00,332.94,0,0,0,0,332.94,0
16.06.2017,8:00,641.69,0,0,0,0,641.69,0
16.06.2017,9:00,902.41,0,0,0,0,902.41,0
16.06.2017,10:00,"1,035.46",0,0,0,0,"1,035.46",0
16.06.2017,11:00,"1,103.80",0,0,0,0,"1,103.80",0
16.06.2017,12:00,"1,151.83",0,0,0,0,"1,151.83",0
16.06.2017,13:00,"1,140.40",0,0,0,0,"1,140.40",0
16.06.2017,14:00,"1,059.62",0,0,0,0,"1,059.62",0
16.06.2017,15:00,914.05,0,0,0,0,914.05,0
16.06.2017,16:00,703.16,0,0,0,0,703.16,0
16.06.2017,17:00,456.23,0,0,0,0,456.23,0
16.06.2017,18:00,200.63,0,0,0,0,200.63,0
16.06.2017,19:00,59.58,0,0,0,0,59.58,0
16.06.2017,20:00,24.71,0,0,0,0,24.71,0
16.06.2017,21:00,22.21,0,0,0,0,22.21,0
16.06.2017,22:00,21.25,0,0,0,0,21.25,0
16.06.2017,23:00,21.55,0,0,0,0,21.55,0
17.06.2017,0:00,21.25,0,0,0,0,21.25,0
17.06.2017,1:00,19.88,0,0,0,0,19.88,0
17.06.2017,2:00,19.08,0,0,0,0,19.08,0
17.06.2017,3:00,18.54,0,0,0,0,18.54,0
17.06.2017,4:00,18.78,0,0,0,0,18.78,0
17.06.2017,5:00,26.62,0,0,0,0,26.62,0
17.06.2017,6:00,107.53,0,0,0,0,107.53,0
17.06.2017,7:00,333.94,0,0,0,0,333.94,0
17.06.2017,8:00,632.16,0,0,0,0,632.16,0
17.06.2017,9:00,883.05,0,0,0,0,883.05,0
17.06.2017,10:00,"1,071.88",0,0,0,0,"1,071.88",0
17.06.2017,11:00,"1,166.65",0,0,0,0,"1,166.65",0
17.06.2017,12:00,"1,176.12",0,0,0,0,"1,176.12",0
17.06.2017,13:00,"1,114.11",0,0,0,0,"1,114.11",0
17.06.2017,14:00,989.93,0,0,0,0,989.93,0
17.06.2017,15:00,811.28,0,0,0,0,811.28,0
17.06.2017,16:00,584.21,0,0,0,0,584.21,0
17.06.2017,17:00,354.35,0,0,0,0,354.35,0
17.06.2017,18:00,159.06,0,0,0,0,159.06,0
17.06.2017,19:00,54.56,0,0,0,0,54.56,0
17.06.2017,20:00,23.84,0,0,0,0,23.84,0
17.06.2017,21:00,22.47,0,0,0,0,22.47,0
17.06.2017,22:00,19.97,0,0,0,0,19.97,0
17.06.2017,23:00,20.36,0,0,0,0,20.36,0
18.06.2017,0:00,18.98,0,0,0,0,18.98,0
18.06.2017,1:00,19.1,0,0,0,0,19.1,0
18.06.2017,2:00,18.69,0,0,0,0,18.69,0
18.06.2017,3:00,19.27,0,0,0,0,19.27,0
18.06.2017,4:00,21.42,0,0,0,0,21.42,0
18.06.2017,5:00,29.14,0,0,0,0,29.14,0
18.06.2017,6:00,104.18,0,0,0,0,104.18,0
18.06.2017,7:00,302.25,0,0,0,0,302.25,0
18.06.2017,8:00,566.11,0,0,0,0,566.11,0
18.06.2017,9:00,778.04,0,0,0,0,778.04,0
18.06.2017,10:00,947.58,0,0,0,0,947.58,0
18.06.2017,11:00,"1,019.50",0,0,0,0,"1,019.50",0
18.06.2017,12:00,971.47,0,0,0,0,971.47,0
18.06.2017,13:00,903.04,0,0,0,0,903.04,0
18.06.2017,14:00,790.44,0,0,0,0,790.44,0
18.06.2017,15:00,665.48,0,0,0,0,665.48,0
18.06.2017,16:00,469.19,0,0,0,0,469.19,0
18.06.2017,17:00,276.21,0,0,0,0,276.21,0
18.06.2017,18:00,128.26,0,0,0,0,128.26,0
18.06.2017,19:00,43.91,0,0,0,0,43.91,0
18.06.2017,20:00,21.25,0,0,0,0,21.25,0
18.06.2017,21:00,21.48,0,0,0,0,21.48,0
18.06.2017,22:00,21.26,0,0,0,0,21.26,0
18.06.2017,23:00,21.33,0,0,0,0,21.33,0
19.06.2017,0:00,21.47,0,0,0,0,21.47,0
19.06.2017,1:00,20.58,0,0,0,0,20.58,0
19.06.2017,2:00,20.01,0,0,0,0,20.01,0
19.06.2017,3:00,20.6,0,0,0,0,20.6,0
19.06.2017,4:00,20.31,0,0,0,0,20.31,0
19.06.2017,5:00,28.48,0,0,0,0,28.48,0
19.06.2017,6:00,97.87,0,0,0,0,97.87,0
19.06.2017,7:00,268.06,0,0,0,0,268.06,0
19.06.2017,8:00,488,0,0,0,0,488,0
19.06.2017,9:00,686.21,0,0,0,0,686.21,0
19.06.2017,10:00,806.85,0,0,0,0,806.85,0
19.06.2017,11:00,859.2,0,0,0,0,859.2,0
19.06.2017,12:00,860.67,0,0,0,0,860.67,0
19.06.2017,13:00,854.13,0,0,0,0,854.13,0
19.06.2017,14:00,738.03,0,0,0,0,738.03,0
19.06.2017,15:00,599.39,0,0,0,0,599.39,0
19.06.2017,16:00,481.8,0,0,0,0,481.8,0
19.06.2017,17:00,307.78,0,0,0,0,307.78,0
19.06.2017,18:00,156.06,0,0,0,0,156.06,0
19.06.2017,19:00,52.93,0,0,0,0,52.93,0
19.06.2017,20:00,21.07,0,0,0,0,21.07,0
19.06.2017,21:00,20.39,0,0,0,0,20.39,0
19.06.2017,22:00,19.5,0,0,0,0,19.5,0
19.06.2017,23:00,19.29,0,0,0,0,19.29,0
20.06.2017,0:00,18.59,0,0,0,0,18.59,0
20.06.2017,1:00,19.56,0,0,0,0,19.56,0
20.06.2017,2:00,18.88,0,0,0,0,18.88,0
20.06.2017,3:00,20.15,0,0,0,0,20.15,0
20.06.2017,4:00,20.74,0,0,0,0,20.74,0
20.06.2017,5:00,26.76,0,0,0,0,26.76,0
20.06.2017,6:00,94.24,0,0,0,0,94.24,0
20.06.2017,7:00,269.23,0,0,0,0,269.23,0
20.06.2017,8:00,516,0,0,0,0,516,0
20.06.2017,9:00,719.85,0,0,0,0,719.85,0
20.06.2017,10:00,858.71,0,0,0,0,858.71,0
20.06.2017,11:00,865.29,0,0,0,0,865.29,0
